aircraft_lat,aircraft_long,model_title,model_desc,aircraft_category,aircraft_callsign,mission_date,agency_name,agency_area_code,agency_phone,address_street,address_city,address_state,address_zip
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2017-07-09,Feil-Graham,852,141-0281,5557 Roth Center,Fairbanks,Alaska,99790
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2018-03-27,Jenkins-Mante,163,631-5779,6166 Kipling Drive,Spokane,Washington,99210
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2018-04-11,Hudson-Roob,614,319-8819,60 Northwestern Circle,Pocatello,Idaho,83206
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2018-03-01,Wolff-Prohaska,839,631-6361,4 Vahlen Circle,Spokane,Washington,99220
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-12-22,"Bernhard, Bogisich and Roberts",620,801-6832,9 Hudson Terrace,Spokane,Washington,99260
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2017-08-16,"Larson, Larson and Stehr",577,840-0654,75252 Mendota Trail,Eugene,Oregon,97405
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-07-01,"Lockman, Ziemann and Botsford",977,074-9446,93855 Vahlen Road,Billings,Montana,59112
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-11-10,"Stanton, Stark and Hodkiewicz",597,081-2408,9 Butternut Park,Portland,Oregon,97232
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-08-09,"Reichert, Legros and Jacobs",516,356-6131,740 Schurz Pass,Portland,Oregon,97211
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-05-01,Wiegand-Corkery,472,400-2123,57 Service Place,Olympia,Washington,98506
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2018-03-15,Mueller-Stoltenberg,963,975-6331,9 Pleasure Drive,Yakima,Washington,98907
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-12-14,"Homenick, Mueller and Dach",191,421-0597,4 Farragut Circle,Seattle,Washington,98127
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2018-04-15,Champlin-Leuschke,629,587-4510,5 Karstens Terrace,Seattle,Washington,98115
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2018-02-19,"Bartoletti, Moore and Kilback",97,650-3899,4 Jenna Point,Seattle,Washington,98148
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-07-19,Rowe-Abbott,859,344-0186,6508 Duke Plaza,Boise,Idaho,83732
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2018-02-12,Littel LLC,337,189-3282,935 Dwight Parkway,Anchorage,Alaska,99599
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-06-09,Hane-Feeney,498,367-7336,4965 Debra Park,Portland,Oregon,97229
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-04-29,"McDermott, Thompson and Grant",594,359-9480,76194 Northview Terrace,Everett,Washington,98206
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-04-07,Parisian-Bogan,75,566-1131,903 Merrick Plaza,Salem,Oregon,97312
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2018-03-28,Franecki LLC,136,757-0838,195 Merchant Point,Anchorage,Alaska,99512
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-07-05,Mohr-Larson,135,655-0550,52588 Northfield Circle,Spokane,Washington,99260
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2018-01-17,"Cremin, Stehr and Altenwerth",167,240-6847,9 Northwestern Pass,Portland,Oregon,97271
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2018-01-29,Keeling-Bernier,565,173-6549,0067 Melrose Park,Tacoma,Washington,98442
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-12-16,"Rutherford, Klein and Quitzon",820,981-4834,8 Calypso Point,Vancouver,Washington,98682
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2018-01-28,"O'Conner, Cormier and Mayer",682,106-2041,8443 Hoepker Trail,Seattle,Washington,98175
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2017-07-11,Raynor Inc,516,624-1064,17448 Charing Cross Point,Portland,Oregon,97240
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-04-21,Hagenes-Ernser,437,291-8575,66 Cottonwood Park,Tacoma,Washington,98442
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-09-27,Carter-Luettgen,430,376-2713,2 Hallows Trail,Spokane,Washington,99260
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-08-09,Hintz Inc,698,197-6411,9579 Longview Place,Everett,Washington,98206
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-08-16,Rippin-Ward,427,537-8264,7834 Twin Pines Junction,Everett,Washington,98206
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-09-24,Rolfson-Thompson,108,041-0972,7 David Park,Boise,Idaho,83716
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-06-28,Buckridge Inc,428,245-9684,3874 Brown Park,Billings,Montana,59105
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2018-02-22,Funk and Sons,985,026-5147,09 Barby Place,Helena,Montana,59623
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-06-15,Lueilwitz-Gutmann,212,074-8790,35573 Haas Pass,Portland,Oregon,97271
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-07-28,Hirthe Group,371,150-1010,67941 Mifflin Park,Portland,Oregon,97206
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-12-18,Kautzer-Grant,562,506-2999,88 Oxford Pass,Seattle,Washington,98121
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-12-25,Klein Inc,308,217-8472,97920 Dottie Terrace,Spokane,Washington,99205
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-12-05,Dietrich Group,846,809-4559,146 Village Parkway,Olympia,Washington,98506
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2018-01-17,Graham-Schuppe,579,812-5679,44670 Helena Alley,Vancouver,Washington,98682
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-08-11,Ward-Ullrich,868,372-2920,6482 Ridgeway Pass,Tacoma,Washington,98481
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-04-17,Cummings-Baumbach,299,788-6082,914 Cardinal Lane,Portland,Oregon,97271
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2018-03-02,"Abshire, Kunde and Grant",122,414-1321,4 Welch Terrace,Helena,Montana,59623
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-09-11,Bradtke-Roob,144,211-4936,8177 Corry Road,Portland,Oregon,97232
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2017-11-11,"Kris, Volkman and Ortiz",252,925-5568,6080 Bultman Pass,Portland,Oregon,97271
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-12-18,"Mills, Spencer and Funk",218,336-9917,54 Meadow Valley Road,Pocatello,Idaho,83206
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-10-13,Koss-Roob,826,374-2311,2 Lerdahl Center,Lakewood,Washington,98498
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-07-06,Bergnaum Inc,911,558-2763,1 Fordem Parkway,Boise,Idaho,83716
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-10-30,Murazik-Haag,883,468-6406,4799 Chive Way,Seattle,Washington,98121
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2018-01-12,Mayer-Davis,102,809-5490,1 Hansons Place,Portland,Oregon,97206
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2018-03-21,Feil-Graham,852,141-0281,5557 Roth Center,Fairbanks,Alaska,99790
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2018-03-07,Jenkins-Mante,163,631-5779,6166 Kipling Drive,Spokane,Washington,99210
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2018-03-19,Hudson-Roob,614,319-8819,60 Northwestern Circle,Pocatello,Idaho,83206
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2018-04-17,Wolff-Prohaska,839,631-6361,4 Vahlen Circle,Spokane,Washington,99220
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-11-20,"Bernhard, Bogisich and Roberts",620,801-6832,9 Hudson Terrace,Spokane,Washington,99260
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-09-28,"Larson, Larson and Stehr",577,840-0654,75252 Mendota Trail,Eugene,Oregon,97405
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2018-02-08,"Lockman, Ziemann and Botsford",977,074-9446,93855 Vahlen Road,Billings,Montana,59112
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-06-01,"Stanton, Stark and Hodkiewicz",597,081-2408,9 Butternut Park,Portland,Oregon,97232
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-08-05,"Reichert, Legros and Jacobs",516,356-6131,740 Schurz Pass,Portland,Oregon,97211
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2018-04-08,Wiegand-Corkery,472,400-2123,57 Service Place,Olympia,Washington,98506
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-04-19,Mueller-Stoltenberg,963,975-6331,9 Pleasure Drive,Yakima,Washington,98907
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2018-03-18,"Homenick, Mueller and Dach",191,421-0597,4 Farragut Circle,Seattle,Washington,98127
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-07-31,Champlin-Leuschke,629,587-4510,5 Karstens Terrace,Seattle,Washington,98115
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2018-02-01,"Bartoletti, Moore and Kilback",97,650-3899,4 Jenna Point,Seattle,Washington,98148
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-06-10,Rowe-Abbott,859,344-0186,6508 Duke Plaza,Boise,Idaho,83732
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-12-22,Littel LLC,337,189-3282,935 Dwight Parkway,Anchorage,Alaska,99599
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-08-13,Hane-Feeney,498,367-7336,4965 Debra Park,Portland,Oregon,97229
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-04-27,"McDermott, Thompson and Grant",594,359-9480,76194 Northview Terrace,Everett,Washington,98206
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-05-05,Parisian-Bogan,75,566-1131,903 Merrick Plaza,Salem,Oregon,97312
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-05-04,Franecki LLC,136,757-0838,195 Merchant Point,Anchorage,Alaska,99512
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2018-03-10,Mohr-Larson,135,655-0550,52588 Northfield Circle,Spokane,Washington,99260
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-07-01,"Cremin, Stehr and Altenwerth",167,240-6847,9 Northwestern Pass,Portland,Oregon,97271
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-11-05,Keeling-Bernier,565,173-6549,0067 Melrose Park,Tacoma,Washington,98442
47.6849,-122.297,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL9,2017-12-17,"Rutherford, Klein and Quitzon",820,981-4834,8 Calypso Point,Vancouver,Washington,98682
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2017-09-19,"O'Conner, Cormier and Mayer",682,106-2041,8443 Hoepker Trail,Seattle,Washington,98175
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2018-03-13,Raynor Inc,516,624-1064,17448 Charing Cross Point,Portland,Oregon,97240
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-06-14,Hagenes-Ernser,437,291-8575,66 Cottonwood Park,Tacoma,Washington,98442
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2018-03-08,Carter-Luettgen,430,376-2713,2 Hallows Trail,Spokane,Washington,99260
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-10-13,Hintz Inc,698,197-6411,9579 Longview Place,Everett,Washington,98206
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-05-14,Rippin-Ward,427,537-8264,7834 Twin Pines Junction,Everett,Washington,98206
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2018-02-23,Rolfson-Thompson,108,041-0972,7 David Park,Boise,Idaho,83716
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-05-08,Buckridge Inc,428,245-9684,3874 Brown Park,Billings,Montana,59105
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2018-01-29,Funk and Sons,985,026-5147,09 Barby Place,Helena,Montana,59623
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-07-27,Lueilwitz-Gutmann,212,074-8790,35573 Haas Pass,Portland,Oregon,97271
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2017-12-24,Hirthe Group,371,150-1010,67941 Mifflin Park,Portland,Oregon,97206
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-06-20,Kautzer-Grant,562,506-2999,88 Oxford Pass,Seattle,Washington,98121
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-06-30,Klein Inc,308,217-8472,97920 Dottie Terrace,Spokane,Washington,99205
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-11-04,Dietrich Group,846,809-4559,146 Village Parkway,Olympia,Washington,98506
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-09-21,Graham-Schuppe,579,812-5679,44670 Helena Alley,Vancouver,Washington,98682
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-04-07,Ward-Ullrich,868,372-2920,6482 Ridgeway Pass,Tacoma,Washington,98481
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2018-01-13,Cummings-Baumbach,299,788-6082,914 Cardinal Lane,Portland,Oregon,97271
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-09-19,"Abshire, Kunde and Grant",122,414-1321,4 Welch Terrace,Helena,Montana,59623
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2018-04-14,Bradtke-Roob,144,211-4936,8177 Corry Road,Portland,Oregon,97232
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-08-15,"Kris, Volkman and Ortiz",252,925-5568,6080 Bultman Pass,Portland,Oregon,97271
45.5653,-122.645,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL5,2017-06-16,"Mills, Spencer and Funk",218,336-9917,54 Meadow Valley Road,Pocatello,Idaho,83206
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-11-30,Koss-Roob,826,374-2311,2 Lerdahl Center,Lakewood,Washington,98498
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2018-03-04,Bergnaum Inc,911,558-2763,1 Fordem Parkway,Boise,Idaho,83716
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2017-10-30,Murazik-Haag,883,468-6406,4799 Chive Way,Seattle,Washington,98121
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-05-05,Mayer-Davis,102,809-5490,1 Hansons Place,Portland,Oregon,97206
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2017-10-11,Feil-Graham,852,141-0281,5557 Roth Center,Fairbanks,Alaska,99790
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-08-21,Jenkins-Mante,163,631-5779,6166 Kipling Drive,Spokane,Washington,99210
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-05-14,Hudson-Roob,614,319-8819,60 Northwestern Circle,Pocatello,Idaho,83206
45.9783,-108.195,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL3,2017-09-30,Wolff-Prohaska,839,631-6361,4 Vahlen Circle,Spokane,Washington,99220
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2018-03-14,"Bernhard, Bogisich and Roberts",620,801-6832,9 Hudson Terrace,Spokane,Washington,99260
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-06-02,"Larson, Larson and Stehr",577,840-0654,75252 Mendota Trail,Eugene,Oregon,97405
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2018-02-03,"Lockman, Ziemann and Botsford",977,074-9446,93855 Vahlen Road,Billings,Montana,59112
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-04-23,"Stanton, Stark and Hodkiewicz",597,081-2408,9 Butternut Park,Portland,Oregon,97232
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-07-26,"Reichert, Legros and Jacobs",516,356-6131,740 Schurz Pass,Portland,Oregon,97211
44.0185,-123.1,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL2,2017-09-17,Wiegand-Corkery,472,400-2123,57 Service Place,Olympia,Washington,98506
47.1042,-122.87,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL6,2017-07-31,Mueller-Stoltenberg,963,975-6331,9 Pleasure Drive,Yakima,Washington,98907
45.5287,-122.636,learjet 31-a,This is the learjet 31-a fixed wing aircraft.,fixed_wing,AL4,2017-11-20,"Homenick, Mueller and Dach",191,421-0597,4 Farragut Circle,Seattle,Washington,98127
46.6288,-120.574,agusta a109e,This is the agusta a109e rotor craft.,rotor_craft,AL7,2017-08-06,Champlin-Leuschke,629,587-4510,5 Karstens Terrace,Seattle,Washington,98115
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2017-04-29,"Bartoletti, Moore and Kilback",97,650-3899,4 Jenna Point,Seattle,Washington,98148
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2018-03-14,Rowe-Abbott,859,344-0186,6508 Duke Plaza,Boise,Idaho,83732
47.4441,-122.325,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL10,2017-04-10,Littel LLC,337,189-3282,935 Dwight Parkway,Anchorage,Alaska,99599
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-12-18,Hane-Feeney,498,367-7336,4965 Debra Park,Portland,Oregon,97229
47.6536,-117.432,pilatus pc-12,This is the pilatus pc-12 fixed wing aircraft.,fixed_wing,AL1,2017-04-27,"McDermott, Thompson and Grant",594,359-9480,76194 Northview Terrace,Everett,Washington,98206
47.6063,-122.331,airbus h-135,This is the airbus h-135 rotor craft.,rotor_craft,AL8,2018-04-19,Parisian-Bogan,75,566-1131,903 Merrick Plaza,Salem,Oregon,97312
